assignment_ID,company_ID1,topic_assignment,deadline_assignment,interval_assignment,status_assignment,is_default_assignment,is_reoccurring_assignment,assignment_completed_at
A_077a2615da33,C_3149a36b7d6e,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_6b7f40feeb80,C_3149a36b7d6e,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_181b4eec5532,C_0a331314796b,Rücken,2025-04-18 00:00:00,null,COMPLETED,false,false,2025-04-03 09:14:11.478
A_78ea690f4220,C_b952dd35b2f1,Wissen auf einen Klick,2026-12-31 00:00:00,24M,ACTIVE,false,true,null
A_fda331ed4784,C_82464cf39f69,Arbeiten im Team,2025-05-01 00:00:00,null,ACTIVE,false,false,null
A_f9738f102bfe,C_044fb30edfbe,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_9900531ac9fd,C_044fb30edfbe,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_7e7d4916a3a6,C_4a1ac8b0a1b1,Pflichtfortbildungen HW,2025-12-15 00:00:00,12M,COMPLETED,false,true,2026-01-28 14:43:45.133
A_65f1e7161d22,C_4a1ac8b0a1b1,Belehrung gemäß § 42 und § 43 HW,2025-05-30 00:00:00,12M,COMPLETED,false,true,2026-01-28 14:43:45.134
A_372b606d6890,C_9bb5792c813e,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_3841bc01fd25,C_9bb5792c813e,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_525d068454b8,C_8be880fd59a3,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_2cb1539b51d7,C_19a3712757ca,Fortbildung,2025-06-30 00:00:00,null,COMPLETED,false,false,2025-12-18 18:33:22.614
A_1f08c2c1fdb6,C_19a3712757ca,Fortbildung,2025-12-31 00:00:00,null,COMPLETED,false,false,2025-10-30 08:24:51.896
A_a8b34389775b,C_19a3712757ca,Fortbildung,2025-06-30 00:00:00,null,ACTIVE,false,false,null
A_589737963124,C_6a3c03674cf9,Pflichtschulungen,2025-12-30 00:00:00,12M,ACTIVE,false,true,null
A_c46998084c59,C_30276cf06c74,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_79d44f6b3711,C_30276cf06c74,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_18d7bede2c45,C_e268b2c34ab0,rechtliche Absicherung,2025-05-31 00:00:00,null,ACTIVE,false,false,null
A_009072c8e388,C_e268b2c34ab0,Psyche,2025-06-15 00:00:00,null,ACTIVE,false,false,null
A_15c63561d3f3,C_e268b2c34ab0,Port Versorgung,2026-03-31 00:00:00,null,ACTIVE,false,false,null
A_9dd54acf1318,C_7d89b7b6e96f,Re bsnnahsj,2025-04-16 00:00:00,6M,ACTIVE,false,true,null
A_63c3078744f0,C_272e7cdd42a2,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_8bbee395f9a7,C_272e7cdd42a2,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_5e767d85c95f,C_5c53d6f828d5,Arbeitsschutz am Bildschirm,2025-06-30 00:00:00,null,ACTIVE,false,false,null
A_d3608aab6e4d,C_904977269f74,Pflichtfortbildung für ALLE ,2025-11-30 00:00:00,null,COMPLETED,false,false,2026-02-10 06:28:30.543
A_d197c6264cab,C_f0f4a08afe1e,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_4378b83c0908,C_09daf3bd3e48,Pflichtfortbildungen 2025,2025-12-31 00:00:00,null,COMPLETED,true,false,null
A_7e4f736bec45,C_8b391db2f616,Pflichtvortbildung,2025-04-25 00:00:00,24M,ACTIVE,false,true,null
A_edcf1a2dd4a0,C_8b391db2f616,Expertenstandard Hautintegrität...,2025-05-09 00:00:00,null,ACTIVE,false,false,null
A_182fe9230749,C_8b391db2f616,Expertenstandard: Kontinenzförderung,2025-06-09 00:00:00,null,ACTIVE,false,false,null
A_bfba2fb3cdd0,C_8b391db2f616,Expertenstandard: Mobilitätsförderung,2025-06-23 00:00:00,null,ACTIVE,false,false,null
A_78e22fc3fbbd,C_8b391db2f616,Pflichtschulung,2025-07-07 00:00:00,null,ACTIVE,false,false,null
A_d1c49890aebb,C_8b391db2f616,Pflichtschulung,2025-07-21 00:00:00,null,COMPLETED,false,false,2025-09-17 13:13:36.719
A_5a22ed57a49a,C_8b391db2f616,Pflichtschulung,2025-08-11 00:00:00,null,ACTIVE,false,false,null
A_4224d864c2c9,C_8b391db2f616,Führen von Fahrzeugen,2025-08-25 00:00:00,null,ACTIVE,false,false,null
A_47134cd51a25,C_8b391db2f616,Expertenstandard: Schmerzmanagement,2025-09-08 00:00:00,null,ACTIVE,false,false,null
A_44ef12f52c21,C_8b391db2f616,Sepsis,2025-09-26 00:00:00,null,ACTIVE,false,false,null
A_f0fe6e26b0c8,C_8b391db2f616,Evidenzbasierte Pflege ,2025-10-10 00:00:00,null,ACTIVE,false,false,null
A_cfbbeea8173e,C_8b391db2f616,Kompressionstrümpfe,2025-10-27 00:00:00,null,ACTIVE,false,false,null
A_cace13672cff,C_8b391db2f616,Expertenstandard Sturzprophylaxe,2025-11-10 00:00:00,null,ACTIVE,false,false,null
A_6ec64dcf6a85,C_8b391db2f616,Expertenstandard: Ernährungsmanagement,2025-11-28 00:00:00,null,ACTIVE,false,false,null
A_1fa785a7d72a,C_8b391db2f616,Arbeitsschutz,2025-11-28 00:00:00,null,ACTIVE,false,false,null
A_35ccc96271a2,C_8b391db2f616,Beratungseinsatz,2025-04-21 00:00:00,null,ACTIVE,false,false,null
A_7912b3e873db,C_8b391db2f616,Expertenstandard Dekubitusprophylaxe,2025-12-12 00:00:00,null,ACTIVE,false,false,null
A_64d319d9bfc1,C_8b391db2f616,Pflichtschulung,2025-12-23 00:00:00,null,ACTIVE,false,false,null
A_4ec844399bb4,C_e268b2c34ab0,Datenschutz/ Führen von Fahrzeugen,2025-05-31 00:00:00,null,ACTIVE,false,false,null
A_4a645a0abc19,C_e268b2c34ab0,Gefahrstoffe/ Arbeitsschutz,2025-06-30 00:00:00,null,ACTIVE,false,false,null
A_773afe09d0c4,C_e268b2c34ab0,Pflege Charta / Rückengerechtes Arbeiten,2025-08-30 00:00:00,null,ACTIVE,false,false,null
A_5e859d09cb18,C_c8c934012a83,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_119a1a729011,C_c8c934012a83,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_1930798210f7,C_e268b2c34ab0,Sturzprophylaxe/ Kontinenzförderung,2025-05-31 00:00:00,null,ACTIVE,false,false,null
A_78de86922966,C_e268b2c34ab0,Dekubitus/ Förderung orale Ernährung,2025-06-30 00:00:00,null,ACTIVE,false,false,null
A_e939168b0e53,C_e268b2c34ab0,Expertenstandard Schmerz/ Sturz,2025-05-31 00:00:00,null,ACTIVE,false,false,null
A_c009cc6f63f2,C_e268b2c34ab0,chronische Wunden/ Dekubitusprophylaxe,2025-06-30 00:00:00,null,ACTIVE,false,false,null
A_0d818348d12e,C_e268b2c34ab0,Expertenstandard Ernährung/ Kontinenzförderung,2025-07-31 00:00:00,null,ACTIVE,false,false,null
A_f97288a4a33d,C_e2f0f53466ff,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_24f4916c9001,C_e2f0f53466ff,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_b08318d4b5af,C_2b0a374a9231,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_293537613136,C_2b0a374a9231,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_68194b8f8ca7,C_9afc4a8e0a7a,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_03e0a4e67502,C_9afc4a8e0a7a,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_ae196445b87c,C_904977269f74,Pflichtfortbildungen PK,2025-09-30 00:00:00,null,COMPLETED,false,false,2026-02-10 06:28:30.031
A_4358b6c0c374,C_de0e75a78401,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_bcfdaab80a4c,C_de0e75a78401,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_5970b107e15e,C_3fbca8bf0298,Standards ,2025-06-06 00:00:00,null,ACTIVE,false,false,null
A_ce90534be16c,C_3fbca8bf0298,Nachholungen,2025-06-30 00:00:00,null,ACTIVE,false,false,null
A_983d17729cf7,C_3fbca8bf0298,Nachholung,2025-06-30 00:00:00,null,ACTIVE,false,false,null
A_56449c506c65,C_82464cf39f69,Pflicht,2025-05-04 00:00:00,null,ACTIVE,false,false,null
A_b93c982c7940,C_75729e1f8993,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_5be7e45d59eb,C_75729e1f8993,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_27b480bc998c,C_6c94d7ae96e5,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_077f7cd3db16,C_6c94d7ae96e5,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_ef7f137780a4,C_8de78157c7f6,Pflichtfortbildungen ambulant,2025-07-01 00:00:00,null,ACTIVE,true,false,null
A_c0e9f7d0b1c2,C_8de78157c7f6,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_ffc2b340259e,C_0051dbb36ad3,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_4589f425a917,C_0051dbb36ad3,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_27db23904c7e,C_398bf2dadece,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_d5391285fad2,C_398bf2dadece,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_fd8bcd379b6a,C_5d6a3c9c46f5,Fortbildungen Pflegeassistenten ohne Ausbildung,2025-12-31 00:00:00,null,ACTIVE,false,false,null
A_034cf6ac0c72,C_5d6a3c9c46f5,Fortbildungen Pflegeassistenten ohne Ausbildung (leichte Sprache),2025-12-31 00:00:00,null,ACTIVE,false,false,null
A_60a86c9a016a,C_3fbca8bf0298,Nachholung Martina,null,null,DRAFT,false,false,null
A_110b36e33ee8,C_3fbca8bf0298,Nachholung Martina,2025-06-30 00:00:00,null,COMPLETED,false,false,2025-05-19 20:41:50.949
A_5dcf7e61d97b,C_3fbca8bf0298,Nachholung Bianca 06.05.2025,2025-06-30 00:00:00,null,COMPLETED,false,false,2025-06-30 22:13:21.594
A_ff8106a117c5,C_3fbca8bf0298,Nachholung Heidi 06.05.2025,2025-06-30 00:00:00,null,ACTIVE,false,false,null
A_c75732fccfde,C_3fbca8bf0298,Nachholung Birgit,null,null,DRAFT,false,false,null
A_e35d74fe9f92,C_3fbca8bf0298,nachholung Birgit 06.05.2025,2025-06-30 00:00:00,null,ACTIVE,false,false,null
A_cefc0262bae8,C_3fbca8bf0298,Nachholung Martin 06.05.2025,2025-06-30 00:00:00,null,ACTIVE,false,false,null
A_ab698422830b,C_3fbca8bf0298,Nachholung Veronika 06.05.2025,2025-06-30 00:00:00,null,ACTIVE,false,false,null
A_fa7494a5f2d4,C_3fbca8bf0298,Nachholung Kathrin 06.05.2025,2025-06-30 00:00:00,null,ACTIVE,false,false,null
A_8af1000166b5,C_3fbca8bf0298,Nachholung Carina 06.05.2025,2025-06-30 00:00:00,null,ACTIVE,false,false,null
A_6ddb1960d107,C_3fbca8bf0298,Nachholung Sandra 06.05.2025,2025-06-30 00:00:00,null,ACTIVE,false,false,null
A_57c0b889ad5a,C_3fbca8bf0298,Nachholung Julia B 06.05.2025,2025-06-30 00:00:00,null,COMPLETED,false,false,2025-06-03 17:26:30.781
A_270b01795eae,C_5d6a3c9c46f5,Experstandard,2025-12-31 00:00:00,null,ACTIVE,false,false,null
A_f3ed40a37247,C_4c4219fb10a7,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_c0f3d0cbe4a9,C_4c4219fb10a7,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_9f4332d0882e,C_0c7df69fac29,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_6b5f47c6c3b3,C_0c7df69fac29,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_9a598dcb8cc9,C_72b9bcbe44f9,Pflichtschulungen,2025-05-13 00:00:00,12M,ACTIVE,false,true,null
A_c5466e13326b,C_34fa5461de4d,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_444a545a5ec0,C_34fa5461de4d,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_d5322ca4d25c,C_34fa5461de4d,Arbeitssicherheit Pflicht,2025-12-31 00:00:00,null,ACTIVE,false,false,null
A_1478f4afdd62,C_34fa5461de4d,Arbeitssicherheit optional,2025-12-31 00:00:00,null,ACTIVE,false,false,null
A_bb9f81f8c516,C_064e3ad3a002,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_61c21ebcee88,C_064e3ad3a002,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_7428fe1719e3,C_cb8d04e916c0,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_5b329190da09,C_5c05115e8ac7,Pflichtfortbildungen ambulant,2025-07-31 00:00:00,null,COMPLETED,true,false,2025-09-07 08:45:08.238
A_65cd6a2cbe76,C_5c05115e8ac7,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_6de85a1c33d2,C_a89af2f59277,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_11d1eb77ae2b,C_4c68d4d4cfad,Brandschutz,2026-01-31 00:00:00,null,ACTIVE,false,false,null
A_68eddb536214,C_3dbeb1cf1f4f,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_2987902de1dd,C_3dbeb1cf1f4f,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_ef8c7a972e93,C_c0fdf23cd459,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_c11f5619210f,C_c0fdf23cd459,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_3fd04606a971,C_d8d69562efa4,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_d3a2b54bcf12,C_d8d69562efa4,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_62287babe506,C_904977269f74,Pflichtschulungen HWS,2025-10-31 00:00:00,null,COMPLETED,false,false,2025-06-19 13:12:21.02
A_cf517d60d07e,C_451336f79629,NURSE,null,null,DRAFT,false,false,null
A_0b702dae5cce,C_451336f79629,DOMESTIC_SPECIALIST,null,null,DRAFT,false,false,null
A_a23b91dd1646,C_451336f79629,CARE_ASSISTANT_NURSE,null,null,DRAFT,false,false,null
A_5ae2c8448d66,C_451336f79629,SUPPLEMENTARY_HELP,null,null,DRAFT,false,false,null
A_e8eede0a2be6,C_451336f79629,NURSING_ASSISTANCE,null,null,DRAFT,false,false,null
A_41b0fe64ecb7,C_451336f79629,NOT_RELEVANT,null,null,DRAFT,false,false,null
A_6c8bd5f2147e,C_99a66dce03ae,NURSE,null,null,DRAFT,false,false,null
A_64ddb4e69d94,C_99a66dce03ae,DOMESTIC_SPECIALIST,null,null,DRAFT,false,false,null
A_ed2318f74df3,C_99a66dce03ae,CARE_ASSISTANT_NURSE,null,null,DRAFT,false,false,null
A_3b5ad1194356,C_99a66dce03ae,SUPPLEMENTARY_HELP,null,null,DRAFT,false,false,null
A_60e5718655b0,C_99a66dce03ae,NURSING_ASSISTANCE,null,null,DRAFT,false,false,null
A_0f0261148903,C_99a66dce03ae,NOT_RELEVANT,null,null,DRAFT,false,false,null
A_fca628088e15,C_57aa87d7a885,NURSE,2025-11-01 22:59:59,null,ACTIVE,false,false,null
A_7ade5879f982,C_57aa87d7a885,DOMESTIC_SPECIALIST,2026-04-21 21:59:59,null,ACTIVE,false,false,null
A_5e2644614fcc,C_57aa87d7a885,CARE_ASSISTANT_NURSE,null,null,DRAFT,false,false,null
A_b05c2f07637a,C_57aa87d7a885,SUPPLEMENTARY_HELP,null,null,DRAFT,false,false,null
A_824d6cac6d66,C_57aa87d7a885,NURSING_ASSISTANCE,null,null,DRAFT,false,false,null
A_d2004fd2cce5,C_57aa87d7a885,NOT_RELEVANT,2025-08-31 21:59:59,null,ACTIVE,false,false,null
A_cf571aaf9a0a,C_f5765b5c4c31,NURSE,null,null,DRAFT,false,false,null
A_a10b616a3586,C_f5765b5c4c31,DOMESTIC_SPECIALIST,null,null,DRAFT,false,false,null
A_6f4215857530,C_f5765b5c4c31,CARE_ASSISTANT_NURSE,null,null,DRAFT,false,false,null
A_2348cadb6ae3,C_f5765b5c4c31,SUPPLEMENTARY_HELP,null,null,DRAFT,false,false,null
A_5614a147f0d7,C_f5765b5c4c31,NURSING_ASSISTANCE,null,null,DRAFT,false,false,null
A_bb6f6ef587ff,C_f5765b5c4c31,NOT_RELEVANT,null,null,DRAFT,false,false,null
A_7c5c8d7ec8b5,C_69ed3e400693,NURSE,null,null,DRAFT,false,false,null
A_ab87b606617e,C_69ed3e400693,DOMESTIC_SPECIALIST,null,null,DRAFT,false,false,null
A_15909cde8b0a,C_69ed3e400693,CARE_ASSISTANT_NURSE,null,null,DRAFT,false,false,null
A_57567b8e6672,C_69ed3e400693,SUPPLEMENTARY_HELP,null,null,DRAFT,false,false,null
A_a6fcd7ea2de8,C_69ed3e400693,NURSING_ASSISTANCE,null,null,DRAFT,false,false,null
A_2d4f5b43f802,C_69ed3e400693,NOT_RELEVANT,null,null,DRAFT,false,false,null
A_fe4cabd71237,C_a0a75becc2ce,NURSE,2025-09-30 21:59:59,null,ACTIVE,false,false,null
A_a1117cc71616,C_a0a75becc2ce,DOMESTIC_SPECIALIST,2025-10-01 21:59:59,null,ACTIVE,false,false,null
A_8af743abdcac,C_a0a75becc2ce,CARE_ASSISTANT_NURSE,2025-10-01 21:59:59,null,ACTIVE,false,false,null
A_64e8fc2607b0,C_a0a75becc2ce,SUPPLEMENTARY_HELP,2025-09-30 21:59:59,null,ACTIVE,false,false,null
A_2b954b4d6bdf,C_a0a75becc2ce,NURSING_ASSISTANCE,2025-09-30 21:59:59,null,ACTIVE,false,false,null
A_b54124ece6ed,C_a0a75becc2ce,NOT_RELEVANT,2025-09-30 21:59:59,null,ACTIVE,false,false,null
A_0cbe18e7fbe0,C_b64b69a185a5,NURSE,2025-07-16 21:59:59,null,ACTIVE,false,false,null
A_d049cd3b0f9d,C_b64b69a185a5,DOMESTIC_SPECIALIST,2025-07-16 21:59:59,null,ACTIVE,false,false,null
A_50b72c006c0a,C_b64b69a185a5,CARE_ASSISTANT_NURSE,2025-07-16 21:59:59,null,ACTIVE,false,false,null
A_59c080d942b6,C_b64b69a185a5,SUPPLEMENTARY_HELP,2025-07-17 21:59:59,null,ACTIVE,false,false,null
A_f03b6ab8f7c7,C_b64b69a185a5,NURSING_ASSISTANCE,2025-07-16 21:59:59,null,ACTIVE,false,false,null
A_3b70307be309,C_b64b69a185a5,NOT_RELEVANT,2025-07-16 21:59:59,null,ACTIVE,false,false,null
A_b9eb6554f337,C_801cf8ea1e8d,NURSE,2025-06-08 21:59:59,null,ACTIVE,false,false,null
A_3bdc85b06d12,C_801cf8ea1e8d,DOMESTIC_SPECIALIST,null,null,DRAFT,false,false,null
A_4d4b868265cd,C_801cf8ea1e8d,CARE_ASSISTANT_NURSE,null,null,DRAFT,false,false,null
A_80a329687b31,C_801cf8ea1e8d,SUPPLEMENTARY_HELP,2025-06-08 21:59:59,null,COMPLETED,false,false,2025-05-26 19:13:12.163
A_05ee0a223342,C_801cf8ea1e8d,NURSING_ASSISTANCE,null,null,DRAFT,false,false,null
A_c8856ec7adae,C_801cf8ea1e8d,NOT_RELEVANT,null,null,DRAFT,false,false,null
A_4d7b7f5ff236,C_6594d785bfb3,NURSE,null,null,DRAFT,false,false,null
A_95104c8691a7,C_6594d785bfb3,DOMESTIC_SPECIALIST,null,null,DRAFT,false,false,null
A_2f2c6e5943ed,C_6594d785bfb3,CARE_ASSISTANT_NURSE,null,null,DRAFT,false,false,null
A_6c221c29e819,C_6594d785bfb3,SUPPLEMENTARY_HELP,null,null,DRAFT,false,false,null
A_b014e36e86ad,C_6594d785bfb3,NURSING_ASSISTANCE,null,null,DRAFT,false,false,null
A_d7a2a2b90546,C_6594d785bfb3,NOT_RELEVANT,null,null,DRAFT,false,false,null
A_2ba4155f724e,C_29ee35d27fd8,NURSE,null,null,DRAFT,false,false,null
A_fc9fa34a9956,C_29ee35d27fd8,DOMESTIC_SPECIALIST,null,null,DRAFT,false,false,null
A_61b09bd2309f,C_29ee35d27fd8,CARE_ASSISTANT_NURSE,null,null,DRAFT,false,false,null
A_5a12c7df2ca7,C_29ee35d27fd8,SUPPLEMENTARY_HELP,null,null,DRAFT,false,false,null
A_61ca4a2a12aa,C_29ee35d27fd8,NURSING_ASSISTANCE,null,null,DRAFT,false,false,null
A_8504abd423dd,C_29ee35d27fd8,NOT_RELEVANT,null,null,DRAFT,false,false,null
A_cbeff187ec83,C_0e837511a16c,NURSE,2026-01-01 22:59:59,null,ACTIVE,false,false,null
A_cd878b648fa1,C_0e837511a16c,DOMESTIC_SPECIALIST,null,null,DRAFT,false,false,null
A_a99cce90a8ff,C_0e837511a16c,CARE_ASSISTANT_NURSE,null,null,DRAFT,false,false,null
A_8f796f16be04,C_0e837511a16c,SUPPLEMENTARY_HELP,null,null,DRAFT,false,false,null
A_a593d496609d,C_0e837511a16c,NURSING_ASSISTANCE,null,null,DRAFT,false,false,null
A_261dfb918bac,C_0e837511a16c,NOT_RELEVANT,null,null,DRAFT,false,false,null
A_f8a48f77117b,C_fa3d67ac4eac,Kreativteam Fachkräfte,2025-12-31 00:00:00,null,COMPLETED,false,false,2025-12-30 15:07:58.067
A_7663f943cbb1,C_f0f4a08afe1e,Pflichtschulung Verwaltung,2025-12-31 00:00:00,12M,COMPLETED,false,true,2025-12-01 18:00:16.549
A_2c22f05900d4,C_75729e1f8993,Pflichtfortbildungen MVZ,2025-12-31 00:00:00,null,ACTIVE,false,false,null
A_22357bff025c,C_32ed62aad35f,Pflichtschulungen,2025-06-01 00:00:00,null,ACTIVE,false,false,null
A_326e1a7ed77e,C_c399da126eb1,Hygiene in der ambulanten Pflege,2025-06-29 00:00:00,null,COMPLETED,false,false,2025-06-03 19:43:36.738
A_ae56958a88f7,C_c399da126eb1,Hygiene in der ambulanten Pflege,2025-06-29 00:00:00,null,COMPLETED,false,false,2025-06-12 05:25:07.373
A_9a4106e78a2e,C_c399da126eb1,Hygiene in der ambulanten Pflege ,2025-06-29 00:00:00,null,COMPLETED,false,false,2025-06-08 11:16:41.234
A_cfd17b14d6b2,C_c399da126eb1,Hygiene in der ambulanten Pflege ,2025-06-29 00:00:00,null,COMPLETED,false,false,2025-09-21 15:53:07.551
A_102377b1b98a,C_c399da126eb1,Hygiene in der ambulanten Pflege ,2025-06-29 00:00:00,null,COMPLETED,false,false,2025-06-16 08:25:40.393
A_78683c6d3727,C_c399da126eb1,Hygiene in der ambulanten Pflege ,2025-06-29 00:00:00,null,COMPLETED,false,false,2025-06-04 10:59:05.649
A_10864bca7a67,C_9ec236c4159b,Pflichtfortbildung ,2025-05-31 00:00:00,null,ACTIVE,false,false,null
A_d6b78501b72c,C_72b9bcbe44f9,Pflichtschulungen,2025-12-31 00:00:00,12M,ACTIVE,false,true,null
A_8082475c1562,C_72b9bcbe44f9,Pflichtfortbildung,2025-12-31 00:00:00,12M,ACTIVE,false,true,null
A_69af1284e6f8,C_72b9bcbe44f9,Pflichtfortbildungen,2025-12-31 00:00:00,12M,ACTIVE,false,true,null
A_a002e2e7baa2,C_72b9bcbe44f9,Pflichtunterweisung,2025-12-31 00:00:00,null,ACTIVE,false,false,null
A_b370b76e304b,C_0a331314796b,Test Mathias,2025-06-04 00:00:00,null,ACTIVE,false,false,null
A_8b71929f0525,C_7c3de7b32496,Expertenstandard,2025-12-31 00:00:00,null,COMPLETED,false,false,null
A_7ef80c6b40dc,C_72b9bcbe44f9,Pflichtfortbildungen Pflegepersonal,2025-12-31 00:00:00,12M,ACTIVE,false,true,null
A_1010115d3b57,C_5c05115e8ac7,Pflichtfortbildungen ambulant,2025-08-31 00:00:00,null,ACTIVE,false,false,null
A_03b81334db53,C_72b9bcbe44f9,Pflichtfortbildungen,2025-12-31 00:00:00,12M,ACTIVE,false,true,null
A_3f11174156f8,C_4cb37e2d1d6d,"Beratung nach 37,3",2025-08-03 00:00:00,null,ACTIVE,false,false,null
A_378a9d410eec,C_72b9bcbe44f9,Hygiene Schulungen,2025-12-31 00:00:00,12M,ACTIVE,false,true,null
A_55b8d4da7050,C_c399da126eb1,Infektionsprävention,2025-07-07 00:00:00,null,ACTIVE,false,false,null
A_13313f44c73a,C_c399da126eb1,MRE und andere relevante Erreger,2025-07-07 00:00:00,null,ACTIVE,false,false,null
A_eff3ebc45628,C_c399da126eb1,Prävention von Katheter-assoizierten Harnwegsinfektionen,2025-07-31 00:00:00,null,ACTIVE,false,false,null
A_87d64cc55eb9,C_c399da126eb1,Prävention von Infekten durch zentrale Gefäßkatheter,2025-07-31 00:00:00,null,ACTIVE,false,false,null
A_5e93b4d4155e,C_0a331314796b,Attachment Test,2025-06-30 00:00:00,null,ACTIVE,false,false,null
A_24902be86f6c,C_47b2e15eb70f,Pflichtunterweisung,2025-09-30 00:00:00,null,COMPLETED,false,false,2025-09-25 10:00:21.918
A_097b9334df7d,C_47b2e15eb70f,Pflichtunterweisung,null,null,DRAFT,false,false,null
A_66f87bb5bba6,C_5199a6170070,Dekubitus,2025-07-31 00:00:00,null,ACTIVE,false,false,null
A_0823b9e51daa,C_8de78157c7f6,Pflichtschulungen ,null,null,DRAFT,false,false,null
A_ad3181bd1cc8,C_dd98d72b368f,Reflektion ,2025-06-15 00:00:00,null,ACTIVE,false,false,null
A_340d8204ca63,C_fed63aad3c56,"Chronische Erkrankungen (Asthma, COPD, HI, DM und Demenz)",2026-12-31 00:00:00,36M,ACTIVE,false,true,null
A_498ac0ae84c2,C_fed63aad3c56,"Patientenwille (Patienten-, Betreuungsverfügung und Vorsorgevollmacht)",2026-12-31 00:00:00,36M,ACTIVE,false,true,null
A_88ac2be6dc45,C_fed63aad3c56,"menschliches Handeln (Stress, Deeskalation und Reflektion)",2026-12-31 00:00:00,36M,ACTIVE,false,true,null
A_21dc568097ab,C_b2e1596f29cd,Pflichtschulungen,2025-06-29 00:00:00,null,ACTIVE,false,false,null
A_508ab44fb884,C_73a2f1c4a74a,Pflichtschulung,2025-07-01 00:00:00,null,ACTIVE,false,false,null
A_9067b4f8f17e,C_bac6358b32b5,NURSE,2026-11-30 22:59:59,null,ACTIVE,false,false,null
A_18f02984fe69,C_bac6358b32b5,DOMESTIC_SPECIALIST,null,null,DRAFT,false,false,null
A_9b5e130cf6e6,C_bac6358b32b5,CARE_ASSISTANT_NURSE,null,null,DRAFT,false,false,null
A_560e9a9b549c,C_bac6358b32b5,SUPPLEMENTARY_HELP,null,null,DRAFT,false,false,null
A_705581c23e23,C_bac6358b32b5,NURSING_ASSISTANCE,2026-11-30 22:59:59,null,ACTIVE,false,false,null
A_79f4d84357c5,C_bac6358b32b5,NOT_RELEVANT,2026-11-30 22:59:59,null,ACTIVE,false,false,null
A_0d523bfd7e6c,C_f20e6b5bba25,NURSE,null,null,DRAFT,false,false,null
A_747c4a748d65,C_f20e6b5bba25,DOMESTIC_SPECIALIST,null,null,DRAFT,false,false,null
A_1fd07a8824b8,C_f20e6b5bba25,CARE_ASSISTANT_NURSE,null,null,DRAFT,false,false,null
A_63aafb851d61,C_f20e6b5bba25,SUPPLEMENTARY_HELP,null,null,DRAFT,false,false,null
A_4508d382b3ce,C_f20e6b5bba25,NURSING_ASSISTANCE,null,null,DRAFT,false,false,null
